# RandomSeed is not predefined. Generated seed value:  7878640826434123807
# VNS started at: 2023-10-07 21:24:53.263728
# Execution parameters: {'algorithm': 'variable_neighborhood_search', 'optimization_type': 'maximization', 'writeToOutputFile': True, 'outputFilePath': 'opt/single_objective/trivial/ones_count_problem/outputs/dimension_10.csv', 'outputFileNameAppendTimeStamp': True, 'outputFields': 'iteration, evaluation, best_solution.string_representation()', 'outputMoments': 'after_algorithm, after_iteration', 'inputFilePath': 'opt/single_objective/trivial/ones_count_problem/inputs/dimension_10.txt', 'inputFormat': 'txt', 'finishCriteria': 'evaluations & seconds', 'finishEvaluationsMax': 3000, 'finishIterationsMax': 0, 'finishSecondsMax': 0, 'randomSeed': 0, 'solutionEvaluationCacheIsUsed': True, 'solutionDistanceCalculationCacheIsUsed': True, 'additionalStatisticsKeep': 'None', 'additionalStatisticsMaxLocalOptimaCount': 5, 'kMin': 1, 'kMax': 3, 'localSearchType': 'local_search_best_improvement', 'solutionType': 'BitArray', 'log': 'warning'}
iteration	evaluation	step_name	best_solution_string_representation	best_solution_fitness_value	best_solution_objective_value	best_solution_is_feasible	
1	1158	a_i	1111111111000000	10	10	True	
2	1159	a_i	1111111111000000	10	10	True	
3	1160	a_i	1111111111000000	10	10	True	
4	1161	a_i	1111111111000000	10	10	True	
5	1162	a_i	1111111111000000	10	10	True	
6	1163	a_i	1111111111000000	10	10	True	
7	1164	a_i	1111111111000000	10	10	True	
8	1165	a_i	1111111111000000	10	10	True	
9	1166	a_i	1111111111000000	10	10	True	
10	1167	a_i	1111111111000000	10	10	True	
11	1168	a_i	1111111111000000	10	10	True	
12	1169	a_i	1111111111000000	10	10	True	
13	1170	a_i	1111111111000000	10	10	True	
14	1171	a_i	1111111111000000	10	10	True	
15	1172	a_i	1111111111000000	10	10	True	
16	1173	a_i	1111111111000000	10	10	True	
17	1174	a_i	1111111111000000	10	10	True	
18	1175	a_i	1111111111000000	10	10	True	
19	1176	a_i	1111111111000000	10	10	True	
20	1177	a_i	1111111111000000	10	10	True	
21	1178	a_i	1111111111000000	10	10	True	
22	1179	a_i	1111111111000000	10	10	True	
23	1180	a_i	1111111111000000	10	10	True	
24	1181	a_i	1111111111000000	10	10	True	
25	1182	a_i	1111111111000000	10	10	True	
26	1183	a_i	1111111111000000	10	10	True	
27	1184	a_i	1111111111000000	10	10	True	
28	1185	a_i	1111111111000000	10	10	True	
29	1186	a_i	1111111111000000	10	10	True	
30	1187	a_i	1111111111000000	10	10	True	
31	1188	a_i	1111111111000000	10	10	True	
32	1189	a_i	1111111111000000	10	10	True	
33	1190	a_i	1111111111000000	10	10	True	
34	1191	a_i	1111111111000000	10	10	True	
35	1192	a_i	1111111111000000	10	10	True	
36	1193	a_i	1111111111000000	10	10	True	
37	1194	a_i	1111111111000000	10	10	True	
38	1195	a_i	1111111111000000	10	10	True	
39	1196	a_i	1111111111000000	10	10	True	
40	1197	a_i	1111111111000000	10	10	True	
