# RandomSeed is not predefined. Generated seed value:  652719719829912857
# VNS started at: 2023-09-23 14:23:25.094017
# Execution parameters: {'algorithm': 'vns', 'optimization_type': 'maximization', 'writeToOutputFile': True, 'outputFilePath': 'opt/single_objective/trivial/max_ones_problem/outputs/dimension_77.csv', 'outputFileNameAppendTimeStamp': True, 'outputFields': 'iteration, evaluation, best_solution.string_representation()', 'outputMoments': 'after_algorithm, after_iteration', 'inputFilePath': 'opt/single_objective/trivial/max_ones_problem/inputs/dimension_77.txt', 'inputFormat': 'txt', 'maxNumberEvaluations': 5000, 'maxTimeForExecutionSeconds': 0, 'randomSeed': 0, 'evaluationCacheIsUsed': True, 'calculationSolutionDistanceCacheIsUsed': True, 'keepAllSolutionCodes': True, 'kMin': 1, 'kMax': 3, 'maxLocalOptima': 5, 'localSearchType': 'local_search_best_improvement', 'solutionType': 'BitArray', 'log': 'warning'}
iteration	evaluation	step_name	best_solution_string_representation	best_solution_fitness_value	best_solution_objective_value	best_solution_is_feasible	
1	3967	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
2	3968	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
3	3969	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
4	3970	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
5	3971	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
6	3972	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
7	3973	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
8	3974	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
9	3975	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
10	3976	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
11	3977	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
12	3978	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
13	3979	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
14	3980	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
15	3981	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
16	3982	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
17	3983	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
18	3984	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
19	3985	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
20	3986	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
21	3987	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
22	3988	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
23	3989	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
24	3990	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
25	3991	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
26	3992	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
27	3993	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
28	3994	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
29	3995	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
30	3996	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
31	3997	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
32	3998	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
33	3999	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
34	4000	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
35	4001	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
36	4002	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
37	4003	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
38	4004	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
39	4005	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
40	4006	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
41	4007	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
