# RandomSeed is not predefined. Generated seed value:  312134840969070407
# VNS started at: 2023-09-23 15:32:55.155761
# Execution parameters: {'algorithm': 'vns', 'optimization_type': 'maximization', 'writeToOutputFile': True, 'outputFilePath': 'opt/single_objective/trivial/max_ones_problem/outputs/dimension_77.csv', 'outputFileNameAppendTimeStamp': True, 'outputFields': 'iteration, evaluation, best_solution.string_representation()', 'outputMoments': 'after_algorithm, after_iteration', 'inputFilePath': 'opt/single_objective/trivial/max_ones_problem/inputs/dimension_77.txt', 'inputFormat': 'txt', 'maxNumberEvaluations': 5000, 'maxTimeForExecutionSeconds': 0, 'randomSeed': 0, 'evaluationCacheIsUsed': True, 'calculationSolutionDistanceCacheIsUsed': True, 'keepAllSolutionCodes': True, 'kMin': 1, 'kMax': 3, 'maxLocalOptima': 5, 'localSearchType': 'local_search_best_improvement', 'solutionType': 'BitArray', 'log': 'warning'}
iteration	evaluation	step_name	best_solution_string_representation	best_solution_fitness_value	best_solution_objective_value	best_solution_is_feasible	
1	81	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
2	82	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
3	83	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
4	84	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
5	85	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
6	86	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
7	87	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
8	88	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
9	89	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
10	90	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
11	91	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
12	92	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
13	93	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
14	94	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
15	95	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
16	96	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
17	97	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
18	98	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
19	99	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
20	100	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
21	101	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
22	102	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
23	103	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
24	104	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
25	105	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
26	106	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
27	107	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
28	108	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
29	109	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
30	110	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
31	111	a_i	10111010000000100011110100111111110011000001000011110111101101111111101001110	44	44	True	
