# RandomSeed is not predefined. Generated seed value:  2128019002224216378
# VNS started at: 2023-09-23 13:20:52.285428
# Execution parameters: {'algorithm': 'vns', 'optimization_type': 'maximization', 'writeToOutputFile': True, 'outputFilePath': 'opt/single_objective/trivial/max_ones_problem/outputs/dimension_77.csv', 'outputFileNameAppendTimeStamp': True, 'outputFields': 'iteration, evaluation, best_solution.string_representation()', 'outputMoments': 'after_algorithm, after_iteration', 'inputFilePath': 'opt/single_objective/trivial/max_ones_problem/inputs/dimension_77.txt', 'inputFormat': 'txt', 'maxNumberEvaluations': 5000, 'maxTimeForExecutionSeconds': 0, 'randomSeed': 0, 'evaluationCacheIsUsed': True, 'calculationSolutionDistanceCacheIsUsed': True, 'keepAllSolutionCodes': True, 'kMin': 1, 'kMax': 3, 'maxLocalOptima': 5, 'localSearchType': 'local_search_best_improvement', 'solutionType': 'BitArray', 'log': 'warning'}
iteration	evaluation	step_name	best_solution_string_representation	best_solution_fitness_value	best_solution_objective_value	best_solution_is_feasible	
1	3562	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
2	3563	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
3	3564	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
4	3565	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
5	3566	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
6	3567	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
7	3568	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
8	3569	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
9	3570	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
10	3571	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
11	3572	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
12	3573	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
13	3574	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
14	3575	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
15	3576	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
16	3577	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
17	3578	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
18	3579	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
19	3580	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
20	3581	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
21	3582	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
22	3583	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
23	3584	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
24	3585	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
25	3586	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
26	3587	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
27	3588	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
28	3589	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
29	3590	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
30	3591	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
31	3592	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
32	3593	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
33	3594	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
34	3595	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
35	3596	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
36	3597	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
37	3598	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
38	3599	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
39	3600	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
