# RandomSeed is not predefined. Generated seed value:  6736256910479569355
# VNS started at: 2023-09-23 15:07:02.777083
# Execution parameters: {'algorithm': 'vns', 'optimization_type': 'maximization', 'writeToOutputFile': True, 'outputFilePath': 'opt/single_objective/trivial/max_ones_problem/outputs/dimension_77.csv', 'outputFileNameAppendTimeStamp': True, 'outputFields': 'iteration, evaluation, best_solution.string_representation()', 'outputMoments': 'after_algorithm, after_iteration', 'inputFilePath': 'opt/single_objective/trivial/max_ones_problem/inputs/dimension_77.txt', 'inputFormat': 'txt', 'maxNumberEvaluations': 5000, 'maxTimeForExecutionSeconds': 0, 'randomSeed': 0, 'evaluationCacheIsUsed': True, 'calculationSolutionDistanceCacheIsUsed': True, 'keepAllSolutionCodes': True, 'kMin': 1, 'kMax': 3, 'maxLocalOptima': 5, 'localSearchType': 'local_search_best_improvement', 'solutionType': 'BitArray', 'log': 'warning'}
iteration	evaluation	step_name	best_solution_string_representation	best_solution_fitness_value	best_solution_objective_value	best_solution_is_feasible	
1	3441	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
2	3442	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
3	3443	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
4	3444	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
5	3445	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
6	3446	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
7	3447	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
8	3448	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
9	3449	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
10	3450	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
11	3451	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
12	3452	a_i	11111111111111111111111111111111111111111111111111111111111111111111111111111111	80	80	True	
